split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5198415127501147,0.917751461681483,1.096135384535587,0.4295285484489464,0.957877121564616,1.2009667224005995
1,0.5439472108007701,0.8795554635579204,1.0719270245743675,0.48949057462347245,0.9056513922270355,1.136098269307113
2,0.5323612290767747,0.8874182554581499,1.0783066593958794,0.47763295303452036,0.9206475584127,1.1492166299868318
3,0.5565773618834053,0.8749569917452142,1.0522940138176329,0.46263053554405387,0.9158335788873704,1.165602601551319
4,0.5268890352143012,0.8999054309346387,1.0853799104496473,0.48313511462489656,0.919144919499044,1.1431481819257794
5,0.510527705451608,0.9306740178337679,1.1113679696203167,0.4484136366508015,0.9537223185822177,1.18092081140043
6,0.5264377834740682,0.9118177120646451,1.091206546536299,0.4670834971949087,0.9284459378079011,1.1607631182342568
7,0.5288489788739823,0.8886562376147841,1.0739744448042927,0.45528445212155466,0.9271279733136694,1.1735427145867194
8,0.5288000353513157,0.9027201015205341,1.0851135494684272,0.4561175573559795,0.9355076173728563,1.1726449444627103
9,0.5115720952804863,0.9060318345059479,1.0955630300762125,0.46011493983477425,0.937473035006311,1.1683276924668573
