split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5036948677374244,0.9194682707790709,1.112320747961487,0.4722921812561549,0.9326604122598541,1.1342619126089333
1,0.5288723783013367,0.8860904440469938,1.0772530378416358,0.5066619807516302,0.8900975893667832,1.0967026113998988
2,0.5276904000187264,0.8959977094178836,1.0828721684663791,0.4824733578294582,0.9153068294383497,1.123266846439399
3,0.5018245172397086,0.9180057553649752,1.1228107427486917,0.46983953275325874,0.920903275894072,1.1368947339669944
4,0.5482386931924497,0.882224280894001,1.069028866095117,0.5182925999811723,0.8797586086929684,1.0836979297285882
5,0.534034961076288,0.8761531585220355,1.0772822425144644,0.5289336785257647,0.872677377649903,1.0716614601542318
6,0.5359207972574076,0.8642458891634642,1.0656839821474706,0.5111873867309535,0.8743769586100415,1.0916609783198918
7,0.5582745454623799,0.8582597709195334,1.0392309886750164,0.5391841079863892,0.8649728755901805,1.0599376249393324
8,0.5503922294875769,0.8625691622773644,1.0637795130082885,0.5528079882380421,0.8414865629467746,1.0441517080331522
9,0.46691865339989036,0.9605845909000942,1.1622068877970584,0.43290904953996345,0.9598028458065513,1.1758256860282505
