split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5264296340460866,0.8944832568709082,1.0924973675808347,0.4785445355775111,0.9234960435895686,1.1353143454019268
1,0.5310811511557236,0.8682722813057322,1.0591850002943957,0.49211581503910695,0.9094574269274326,1.1204432350540527
2,0.4583965905812536,0.9705161246504033,1.166052694937319,0.4168033697864042,0.9952346989761276,1.2006461068618106
3,0.4982537561654421,0.9087719952527649,1.1063827448102286,0.4694470634947504,0.9338002371491724,1.1451750444373867
4,0.4933845995173083,0.9308876736811741,1.1206343208836742,0.4600324733467792,0.9540620679852556,1.1552908540411577
5,0.5318150153739156,0.8888224281931149,1.0768066412900783,0.4833367982674528,0.9267973588910716,1.1300854399493865
6,0.5267832260090052,0.898355723614979,1.095043444351413,0.47555263006568804,0.9283379368113164,1.1385666795892992
7,0.4779220635346305,0.9400035237682284,1.1347920562351215,0.43698182045822287,0.9749571662309434,1.1796922413464568
8,0.5132909297829045,0.9181334456877928,1.106503238553512,0.4628773943873091,0.9452342202169937,1.1522434005339337
9,0.5430531024648659,0.8783591643954624,1.0701514907487493,0.49095293196383627,0.9131238120032381,1.1217252197470642
