split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5452874671366402,0.868473543321695,1.0612687272053947,0.48451715831887154,0.9057444436786363,1.1148372561617659
1,0.5294128809197438,0.8960729275095288,1.0844277307572494,0.4645733404945831,0.9349364774153397,1.1361988947121908
2,0.5028634899286397,0.9378888262672549,1.1277523342479856,0.430636802936082,0.967918862047999,1.1716531446569884
3,0.5406524012351892,0.8802798482681878,1.0665330794504684,0.48723221704173947,0.9118416412499164,1.111897444667407
4,0.5348494180000885,0.8867249910371874,1.0752598301886516,0.4747694871001228,0.9176109922812057,1.1253285594047877
5,0.5543389038366662,0.8580491704032216,1.044398458818238,0.4807770001415844,0.9060717300170437,1.1188743755922186
6,0.5070926073585186,0.9068667143759865,1.1020418486507313,0.45175035589105306,0.9395188278713864,1.1497238644715562
7,0.5294535375472578,0.8919109545027879,1.0782083067802388,0.47448487287388086,0.9144531814950229,1.125633417111826
8,0.5253674579176845,0.8920506133471093,1.0815761012759957,0.46722552806819184,0.9275287769256428,1.1333813720190002
9,0.5302953980717966,0.8861273337445346,1.0721689755144712,0.47556651907467673,0.9180493131720701,1.124474397900517
