split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.4992635188367919,0.9162531988671717,1.108657588331851,0.46443706719840516,0.9335249403161896,1.1449051249756572
1,0.4866608860078815,0.9407183660228605,1.1348054294677317,0.4463374496739194,0.9611264834567873,1.1640906963799025
2,0.47559721898568685,0.9490159005844525,1.1364452699191459,0.4491226996868892,0.9621261072991518,1.1611589723856612
3,0.46431576312473155,0.9394209430842209,1.136582455293534,0.44828649840202117,0.9558220670850524,1.162039925763654
4,0.46145928713289375,0.966208145371845,1.1599427824379482,0.42190423918626396,0.9885535943200661,1.1894991504603274
5,0.5351937412825493,0.8909797001487758,1.0826489358921094,0.48409356986424756,0.9150151781075737,1.1236982752643916
6,0.4749228548306932,0.9576123837912511,1.1497937737238246,0.4381021657481736,0.963771266326019,1.1727161955890646
7,0.5122706756880575,0.9088583354509353,1.0956721683876167,0.47611899992270357,0.9245111274399755,1.1323496959205661
8,0.527001030519064,0.8981391495082547,1.089343436164187,0.47905770481680265,0.9213505363658258,1.1291692777340545
9,0.5173382790210677,0.9069124434689948,1.096706810378251,0.47880619783930223,0.9281698576878805,1.129441822011508
