split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5177823440968095,0.9198390637673228,1.1130350027794926,0.4652566620543245,0.9310087852798262,1.1425976487125244
1,0.46003793709928764,0.9613645822780085,1.15309282345014,0.42133640976029196,0.97525295064168,1.1885944917663755
2,0.5200243105757675,0.920113777521921,1.1101706430822553,0.47488071106636165,0.9263104868005919,1.1322690084844411
3,0.5342272280589823,0.8917018477944991,1.0791854370689449,0.4782144168860868,0.9140730395301929,1.1286691962380642
4,0.5308594454015279,0.8920650017665781,1.082059674526647,0.4898580328344918,0.9013407050802122,1.1160050529035603
5,0.4932756566671108,0.9349681372451452,1.126175807162659,0.45381229453305527,0.9415238248292219,1.1547596354025151
6,0.5479101164444157,0.8912285838146936,1.0811840620280515,0.5063040867736314,0.8945581785225613,1.0978686928250063
7,0.5240980947281375,0.8964722942147012,1.0859223687299824,0.4868343407842465,0.9076535533894742,1.1193075356969648
8,0.4859829476388541,0.9350538024758445,1.1282010637095738,0.4424531455402303,0.9551834758492155,1.1667057000955168
9,0.5054066639588894,0.9247707964571632,1.1207552402960068,0.4639138106287193,0.9333639258331049,1.1440313989992967
