split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.570061682252685,0.8461442151081244,1.0257606825658665,0.5143375905077685,0.8649925871356533,1.124744214513197
1,0.5367775741387965,0.8792586381754318,1.0587512058317587,0.5251691673347527,0.8910768253905027,1.112131082047848
2,0.5864509617654237,0.8313030731240311,1.010596907438662,0.5170399198642328,0.8574474925570933,1.1216106910386872
3,0.5399039150461561,0.8856513824829992,1.0651749664935786,0.5131978226052759,0.8942412113594439,1.1260632337349794
4,0.5486456938248223,0.8571535153915356,1.0524527993094641,0.5158729469441001,0.88379781380489,1.1229649433320488
5,0.5179718634398838,0.9080305110304249,1.0957376082659387,0.5062437755935132,0.9099756750003113,1.1340777099643424
6,0.5168961160637701,0.8951094816186861,1.0812597441353056,0.47439810303401353,0.922775421583942,1.1700784608918855
7,0.5604673499320298,0.8528647190276085,1.0309756459147006,0.5063308007815086,0.8715799967061733,1.133977764211638
8,0.5233216190213028,0.8924622627845609,1.0736393371563384,0.5130660989072138,0.8996050357450902,1.1262155740361854
9,0.5595147550232177,0.852204909609622,1.0461379124015846,0.5339326819833494,0.8585781087812162,1.101820498540677
