split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.4962368098147676,0.9197234237189577,1.1131073960231719,0.4331963044170024,0.9752612000464418,1.1939788769141177
1,0.52051147622056,0.9065793686305882,1.0998337266840714,0.4615313016660588,0.945156092546267,1.1637522622573553
2,0.5186141835381748,0.8955908915734587,1.0823119415802618,0.46930005670901365,0.9523614190755703,1.1553267464631634
3,0.5331806786736482,0.8692726150271826,1.0596523609139474,0.4830901828965065,0.9222303830382977,1.1402174866720156
4,0.4296643656115423,0.9890055602312512,1.1871216638581512,0.3801029920497394,1.0357228001300174,1.2486481472166564
5,0.5221488579214066,0.891576976657053,1.088745244873049,0.4649720667933964,0.9400079657334288,1.160028168966457
6,0.4831490671238927,0.9410805879293067,1.1299840664278673,0.43301238891097193,0.9824528656582329,1.1941725713278892
7,0.5293712733916355,0.8918515238838521,1.081042384830301,0.4817778542062614,0.9310146952459197,1.1416639591024174
8,0.5207793692026779,0.8987350937468533,1.0845789382875277,0.4688461880322815,0.943476178398262,1.1558206739292298
9,0.532645617812753,0.8550222022559718,1.0529436353850232,0.5064783746924812,0.9005533526088055,1.1141236691511198
