split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.557318892995987,0.8697792472229064,1.0615646156290388,0.5126496563419454,0.8747757248269067,1.0862815558435266
1,0.5423636721484097,0.8819970496195464,1.0771760815285856,0.48894366694565206,0.9007429117361422,1.1123876396983965
2,0.4995383912592535,0.9213220778009334,1.1157947521354232,0.4626366068524319,0.9299600061026674,1.1406589333956048
3,0.48397817165258605,0.9384295700954336,1.1300313900631938,0.4368690851109791,0.9623237335256597,1.1676870191744162
4,0.5647604609417349,0.8528643505348225,1.0456293872047824,0.5141048506097398,0.874225692626014,1.0846585627731458
5,0.5232282280930602,0.8983732157839014,1.085330418666957,0.4913951203980558,0.9033930877702473,1.1097164619701207
6,0.48828475478816524,0.9352812773402075,1.131566316330585,0.4451366796555818,0.9534004426378825,1.1590836387647643
7,0.5528888632872095,0.8631766619345885,1.04893704548518,0.515986109637922,0.8841789776010219,1.082556769163242
8,0.5150868588242943,0.9111206046497505,1.1057250670525276,0.48957355353203424,0.9038101099333866,1.1117019089475397
9,0.5427381990199678,0.8758877844784934,1.0672509213867345,0.5053516138101005,0.8842747583930057,1.0943848330295958
