split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.48834539099459906,0.9150216934401069,1.1069267746381033,0.43990441352916787,0.9736170014563283,1.1985138850165709
1,0.4794533364755511,0.9388279506091773,1.1322771802067515,0.43882942975222494,0.9781305955287862,1.1996634793113017
2,0.5370015384760742,0.8675681099666761,1.0665143050312358,0.5052331772238879,0.9059236229228602,1.126450933951398
3,0.5392620657955068,0.8720808662858326,1.0607223399097396,0.4974004678992454,0.9135662010815556,1.1353324069158952
4,0.48349851078501294,0.9411481465865756,1.1334005147394992,0.44180439075992695,0.9770989692921361,1.1964793362829442
5,0.5269837619603857,0.8894212157666646,1.0804705034193869,0.48048930706738946,0.9304700167023281,1.1542748683874295
6,0.48581786111594105,0.9252942621556733,1.1138378587144178,0.43734453002817586,0.9745547587781622,1.201249630834373
7,0.506275571584259,0.9091674763051799,1.1068985403830318,0.47691027340291825,0.9478111441251847,1.1582440820004585
8,0.499975398978452,0.9256302664008824,1.11326716877235,0.4581438758730878,0.9654501141624426,1.1788376218936711
9,0.5201253167307454,0.8957260584625506,1.083864286902074,0.48179056177180846,0.9407599666738675,1.1528283656036808
