split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5358237843143705,0.87291334620197,1.061607841070256,0.4882132832817141,0.9167767571367218,1.1285167900031552
1,0.5430507146776253,0.8859002141905394,1.0696646054859171,0.482761792742494,0.917970355995743,1.1345112816806058
2,0.5528760939176143,0.8634295181281445,1.0480082190756477,0.4980117271171953,0.9069894310277477,1.1176615378757213
3,0.543743374585378,0.883869707734124,1.0721352300724547,0.47625110643870283,0.9280514928203243,1.141629228558535
4,0.5456488555547108,0.884227528192846,1.0769386117203212,0.47964389533327,0.9204389043563287,1.1379255452362662
5,0.5246434766677028,0.8946418893391109,1.08949231622852,0.46582979109671174,0.9337790588743695,1.1529310931126784
6,0.5122858696013053,0.9085715975460062,1.0981431787918872,0.46240563003341895,0.9427849239266112,1.1566204745721085
7,0.565998571313371,0.8400220888302399,1.0263055490010924,0.5239206077568597,0.8797689857451709,1.0884367864759534
8,0.5299412212040564,0.8828479043513873,1.076884034602342,0.4844575949225035,0.9162340804398389,1.1326499669283276
9,0.5578004473842373,0.8730541895489553,1.058928427675587,0.49488918588825315,0.9073895609889941,1.121132270229783
