split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5330583790871697,0.8671718006675558,1.0600271889930635,0.5171024977175489,0.9028464739928824,1.1515017608777887
1,0.5214724024619684,0.881876633393355,1.0621321891578426,0.5138176348514633,0.9219198333472587,1.1554116119105156
2,0.5355638267989595,0.8684600124711602,1.0583831583699799,0.49234112752512704,0.9101843361505082,1.1806552899220781
3,0.5372128533401033,0.8507443324338371,1.0558577408318752,0.5272658264633976,0.8875358222042081,1.1393197502278012
4,0.4823257190726361,0.9126743195938133,1.1063861574397424,0.4748408175513352,0.9547838060737991,1.2008329846570502
5,0.5807849332091596,0.8262707546270058,0.9996003136138119,0.5238179836506192,0.8718767225139437,1.1434669635567918
6,0.5393636736456016,0.8766023709755785,1.0573454739382204,0.4917759752273695,0.9174106971615341,1.1813122906021076
7,0.5264458336466662,0.8904313143434316,1.0737090759937644,0.5193104621358844,0.9238343479575708,1.1488662245347863
8,0.5504675534496704,0.85987918376785,1.037282253939902,0.5369587761884691,0.8965094983341891,1.1275789390764326
9,0.48198414970810877,0.9326797680930538,1.1166774468065204,0.4468589081933959,0.9661776940892566,1.232409644069563
