split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5473080284770284,0.8701282547607485,1.0614767205265265,0.5172482305662667,0.879576638973691,1.092883093482547
1,0.5223998539911179,0.897804643049442,1.0915373404709061,0.48537451735869463,0.9009423554661491,1.1283852854038068
2,0.5547477758195266,0.8701908478750277,1.0541181503133599,0.5084463128234281,0.8890569561109783,1.1028012496341015
3,0.5045372984026101,0.9112855892953748,1.1033076438046772,0.47129290860556283,0.9296920762423606,1.1437190062505878
4,0.5300391070014753,0.892425982927704,1.0870379034299968,0.4821545310410734,0.9112869521390573,1.131909906254988
5,0.5626861440105089,0.84987352762635,1.0377644437464397,0.5059323069920761,0.8784751649291287,1.1056177405104148
6,0.523439438117953,0.8985804459169056,1.0904872314965568,0.4923746341264459,0.9114639460556887,1.120684662389766
7,0.558571504065972,0.8655937624175937,1.056834223109201,0.5179417041665837,0.8760813336551558,1.0920978473237983
8,0.5543988718648607,0.8657250221519758,1.0510659788279395,0.5164571420565363,0.8853713870343478,1.093778184302868
9,0.5200165380663049,0.8908379500206328,1.0847071203262169,0.4894051308298383,0.9134810824323408,1.1239577692500995
