split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5371510339501806,0.8801257168985963,1.0747452491914247,0.49858954501075126,0.8839908062865641,1.10076073471235
1,0.5165581566012983,0.8968210859567356,1.0959473082464473,0.4870973777870372,0.9072328654984901,1.1133038129876915
2,0.5276763335489605,0.8882880131429371,1.0827205954150836,0.49349547062533117,0.8852403140794161,1.1063381881991097
3,0.5243198557405009,0.9028421491731273,1.09100897618191,0.49310915797817967,0.9055932525752374,1.1067600116449134
4,0.5491355357898533,0.8846960793117902,1.075170143773834,0.5109673244626922,0.8781033672376135,1.087089186886626
5,0.522161315847121,0.8983193102031907,1.089792463523737,0.4927975474032551,0.9073621511184217,1.107100149114238
6,0.4719998908517329,0.954091840924281,1.1500661227463864,0.46206346553190536,0.9453715197930977,1.1401493846648934
7,0.5666596557734227,0.8479228370425362,1.0345305750370357,0.5131341614889997,0.8540693358563355,1.0846781412751265
8,0.4519693320470167,0.9814747478869207,1.1744291052177263,0.4261605198180226,0.9755141551116099,1.1775827874091465
9,0.5501025573794612,0.8698423878997876,1.0644052243788258,0.5203787845344247,0.8752228616372083,1.0765778234027086
